Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
"Babyfood, strained, carrots and beef",0,1,1,1,59,2.5,3.4,0.5,22,69,226,5.7,2.6,1,2.04
"Gravy, brown with onions, CAMPBELL'S",0,1,1,0,42,1.7,0,0,0,0,0,6.78,0,0,3.39
"Cereals, cooked with water, WHEATENA",0,0,1,1,56,0.5,2,0.56,80,2,77,11.8,2.7,0,0
"Chocolate, 60-69% cacao solids, dark",0,0,1,1,579,38,6.12,6.32,62,10,567,52.42,8,0,36.71
"Cookies, refrigerated dough, oatmeal",0,1,1,0,424,19,5.4,2.14,31,294,147,59.1,2.5,0,0
"Game meat, roasted, cooked, squirrel",0,0,1,1,173,4.7,30.77,6.81,3,119,352,0,0,0,0
"Fish, liver (Alaska Native), lingcod",0,0,1,1,424,42,5.6,1,5,0,0,6,0,0,0
CAMPBELL'S Homestyle Minestrone Soup,1,1,1,0,41,0.4,1.63,0.44,16,322,0,7.35,1.6,0,2.45
"Brussels sprouts, unprepared, frozen",0,1,1,1,41,0.4,3.78,0.93,26,10,370,7.86,3.8,0,0
"Alcoholic beverage, all, table, wine",0,1,1,1,83,0,0.07,0.37,8,5,99,2.72,0,0,0.79
Potatoes without salt flesh baked,0,1,1,1,93,0.1,1.96,0.35,5,5,391,21.55,1.5,0,1.7
"Wheat flour, soft wheat, whole-grain",1,0,0,1,332,2,9.61,3.71,33,3,394,74.48,13.1,0,1.02
"KELLOGG'S, Buttermilk, Waffles, EGGO",1,0,0,0,278,11,6.6,6.4,357,526,90,39,1.2,2,2.9
"Fast foods, with chicken, quesadilla",1,0,1,0,294,15,15.05,1.77,269,745,183,24.04,1.7,8,1.88
"Snacks, nacho cheese, tortilla chips",0,0,1,0,519,27,7.36,1.16,137,691,223,60.81,5.1,0,2.59
"Snacks, ranch-flavor, tortilla chips",0,0,1,0,501,25,7.19,1.38,134,519,259,62.74,4,0,3.03
"Veal, raw, separable lean only, loin",0,0,1,0,114,2.9,21.85,0.85,11,99,260,0,0,48,0
"Desserts, dry mix, chocolate, rennin",0,0,1,0,363,3.3,2.4,2.55,166,187,430,91.5,5.1,0,0
"Frostings, ready-to-eat, coconut-nut",1,0,0,0,433,24,1.5,0.54,13,160,186,52.7,2.5,0,40
"Cereals, dry, chocolate, MALT-O-MEAL",0,0,1,0,363,0.8,10.6,42.88,375,10,245,79.55,2.8,0,16.63
"Fiddlehead ferns, unprepared, frozen",0,1,1,,34,0.4,4.31,0.73,24,0,129,5.74,0,0,0
"Guava nectar, canned, with sucralose",1,0,0,0,48,0.1,0.3,0.54,8,6,33,13.3,1.2,0,10.15
"Egg, pasteurized, frozen, raw, whole",1,0,0,0,147,10,12.33,1.74,62,128,135,1.01,0,105,0.25
"Egg, pasteurized, frozen, raw, white",0,1,1,0,48,0,10.2,0.04,8,169,169,1.04,0,0,0.25
"Beverages, regular, cola, carbonated",1,0,0,0,42,0.3,0,0.02,1,3,5,10.36,0,0,9.94
"Sauce, pepper or hot, ready-to-serve",0,1,1,0,11,0.4,0.51,0.48,8,2643,144,1.75,0.3,0,1.26
"Game meat, roasted, cooked, antelope",0,1,1,0,150,2.7,29.45,4.2,4,54,372,0,0,0,0
"Soup, homemade (Alaska Native), fish",0,1,1,0,72,2.2,7.4,0.5,35,30,128,5.6,0,0,0
"KASHI, Country Cheddar Crackers, TLC",1,0,0,0,445,16,9.8,1.1,63,724,376,68,2.5,0,3.7
"Sauce, prepared from recipe, sofrito",1,0,0,0,237,18,12.8,0.94,20,1145,401,5.46,1.7,0,0
"Fish, raw, mixed species, yellowtail",1,1,1,0,146,5.2,23.14,0.49,23,39,420,0,0,0,0
"Cheese, nonfat or fat free, American",0,0,1,0,126,0,21.05,0,789,1316,393,10.53,0,5,5.26
"Candies, ALMOND JOY BITES, HERSHEY'S",1,0,0,0,563,35,5.58,1.33,109,39,306,57.54,4.3,0,51.71
"Candies, SYMPHONY Milk Chocolate Bar",1,0,1,0,531,31,8.51,0.91,251,101,438,58.01,1.7,0,53.96
"Cheese, pimento, pasteurized process",1,0,0,0,375,31,22.13,0.42,614,915,162,1.73,0.1,22,0.62
"Seeds, dried, sunflower seed kernels",0,1,1,0,584,51,20.78,5.25,78,9,645,20,8.6,0,2.62
"ARCHWAY Home Style Cookies, Molasses",1,0,0,0,403,12,4.25,4.68,29,577,117,69.41,1.2,0,36.35
"Papaya, drained, heavy syrup, canned",0,1,1,0,206,0.6,0.14,0.29,21,9,67,55.83,1.5,0,52.2
"Snacks lightly salted, potato chips",1,0,0,0,560,35,6.72,1.43,24,187,1304,53.54,4.2,0,0.34
"French toast, ready-to-heat, frozen",0,1,1,0,213,6.1,7.4,2.21,107,495,134,32.1,1.1,0,0
"Beverages, sugar free, Energy Drink",1,0,0,0,4,0,0.42,0,0,42,0,0.42,0,0,0
"Beverages, Protein powder soy based",0,1,1,0,388,5.6,55.56,12,178,733,933,28.89,6.7,0,22.22
"Veal, cooked, separable fat, breast",0,1,1,1,521,53,9.4,0.45,6,49,181,0,0,0,0
"Snacks, low fat, microwave, popcorn",0,0,1,1,424,9.5,12.6,2.28,11,540,241,72,14.2,0,0.92
"Lemonade, white, frozen concentrate",0,0,1,0,196,0.7,0.22,0.09,7,7,72,49.89,0.3,0,44.46
"Snacks, salted, soy chips or crisps",0,0,1,0,385,7.4,26.5,5.2,171,842,7,53.15,3.5,0,1.8
"Swamp cabbage, raw, (skunk cabbage)",0,1,1,0,19,0.2,2.6,1.67,77,113,312,3.14,2.1,0,0
"Restaurant, black bean soup, Latino",0,1,1,1,103,2.6,5.1,1.76,42,311,340,14.79,4.9,0,0.89
"Babyfood, strained, apples with ham",0,1,1,0,62,0.9,2.6,0.3,4,9,120,10.9,1.8,3,7.98
"Snacks, rye, brown rice, rice cakes",0,1,1,1,386,3.8,8.1,1.8,21,110,311,79.9,4,0,0
"Oil, bowhead (Alaska Native), whale",0,1,1,0,900,100,0,0,0,0,0,0,0,0,0
"Oil, low linolenic, soy, industrial",0,1,1,0,900,100,0,0.05,0,0,0,0,0,0,0
"Oil, high oleic, canola, industrial",1,0,1,0,900,100,0,0,0,0,0,0,0,0,0
"Fish, dry heat, cooked, ocean, pout",1,0,1,0,102,1.2,21.33,0.36,13,78,513,0,0,0,0
"MURRAY, Oatmeal Cookies, SUGAR FREE",1,1,1,0,451,23,6.7,2.8,0,410,94,66.6,8.5,0,1.2
"Ham, low sodium, extra lean, smoked",1,1,1,0,141,2.7,18.52,0.76,5,1062,330,10.7,0,27,10.68
"Babyfood, junior, meat sticks, meat",1,0,0,0,184,15,13.4,1.38,34,423,114,1.1,0.2,9,0.8
"Frozen yogurts, soft-serve, vanilla",0,1,1,0,159,5.6,4,0.3,143,87,211,24.2,0,4,24
"Pork and turkey sausage, pre-cooked",1,1,1,0,342,31,12.05,1.3,74,876,230,3.63,0,0,0
"WENDY'S, with cheese, Jr. Hamburger",1,1,1,0,256,12,13.06,2.78,92,660,178,24.97,1.4,0,0
"Turkey, deli cut, rotisserie, white",1,0,0,0,112,3,13.5,2.2,16,1200,349,7.7,0.4,0,4
"Candies, SPECIAL DARK Chocolate Bar",0,1,1,0,556,32,5.54,2.13,30,6,502,60.49,6.5,0,47.56
"SUNSHINE, Asiago Crackers, CHEEZ-IT",1,1,1,0,502,25,8.7,4.1,0,763,104,62.6,2.1,0,1.3
"Peppers, freeze-dried, green, sweet",1,0,0,0,314,3,17.9,10.4,134,193,3170,68.7,21.3,0,38.48
"McDONALD'S, Fruit 'n Yogurt Parfait",0,1,1,0,105,1.3,2.73,0.45,86,58,167,20.72,1,0,12.83
"Soup, condensed, canned, black bean",1,0,0,0,91,1.3,4.83,1.5,35,970,250,15.42,6.8,0,2.49
"PEPPERIDGE FARM, Pumpernickel Bread",1,1,1,0,259,3.4,0.01,4.1,110,586,0,46.9,5.3,0,3.4
"Stew, squash (Navajo), corn, mutton",1,0,0,1,103,4.3,8.62,1.21,38,49,199,7.27,1.7,0,0.61
"Stew, dumpling with mutton (Navajo)",1,1,0,0,101,3.8,8.71,1.79,14,46,82,8.03,0,0,0.21
"Danish pastry, unenriched, cinnamon",1,1,1,0,403,22,7,0.78,71,371,125,44.6,1.2,0,0
"Potatoes, home-prepared, hash brown",0,1,1,0,265,13,3,0.55,14,342,576,35.11,3.2,0,1.49
"APPLEBEE'S, chicken tenders platter",1,0,0,0,297,16,19.62,0.9,23,740,336,17.98,1,0,0.36
"Chicken, raw, meat and skin, capons",1,1,1,0,234,17,18.77,1.09,11,45,217,0,0,0,0
"Soup, condensed, canned, chili beef",1,0,0,0,117,2.5,5.09,1.62,33,788,400,18.86,2.5,0,5.09
"Cake, commercially prepared, sponge",1,0,0,0,290,2.7,5.4,2.72,70,623,99,61,0.5,9,36.66
"Beverages, Cran Cherry, OCEAN SPRAY",1,0,0,0,46,0,0.19,0.08,3,7,24,12.76,0.6,0,12.2
"Potatoes, prepared, frozen, o'brien",0,1,1,0,204,13,2.22,0.96,20,43,473,21.86,1.7,0,0
"Soup, condensed, canned, green, pea",0,1,1,1,125,2.2,6.54,1.48,21,680,145,20.18,3.9,0,6.52
"Soup, condensed, canned, minestrone",1,0,0,0,68,2.1,3.48,0.75,28,516,255,9.17,0.8,0,1.5
"Cake, dry mix, marble, pudding-type",0,1,1,0,416,12,3.4,1.62,76,519,123,79.5,2.9,0,35.71
"KELLOGG'S, Blueberry, Waffles, EGGO",0,1,1,0,265,8.7,5.5,6.4,357,520,71,41.7,1.1,2,9.1
"Potatoes, unprepared, whole, frozen",0,1,1,0,78,0.2,2.38,1.01,8,25,346,17.47,1.2,0,0.78
"Cookies, regular, dry mix, brownies",1,0,0,0,434,15,4,1.99,19,303,219,76.6,0,0,0
"FAMOUS AMOS, Chocolate Chip Cookies",1,0,0,0,503,24,4.5,1.2,0,359,182,67.7,2.8,0,32.4
"Beef, jellied, luncheon meat, cured",1,0,0,0,111,3.3,19,3.45,10,1322,402,0,0,0,0
"Veal, raw, separable lean only, rib",1,1,0,0,120,3.9,19.97,0.88,14,95,306,0,0,0,0
"Caribou, raw (Alaska Native), liver",0,1,1,1,122,3.9,15,15.7,4,0,0,6.8,0,0,0
"Snacks, taco-flavor, tortilla chips",0,1,1,1,480,24,7.9,2.02,155,787,217,63.1,5.3,0,0
"Mustard spinach, raw, (tendergreen)",0,0,1,1,22,0.3,2.2,1.5,210,21,449,3.9,2.8,0,0
"Salad dressing, regular, mayonnaise",0,1,1,1,680,75,0.96,0.21,8,635,20,0.57,0,7,0.57
"Crustaceans, raw, northern, lobster",0,1,1,0,77,0.8,16.52,0.26,84,423,200,0,0,1,0
"KEEBLER, Reduced Fat Crackers, CLUB",0,0,1,1,441,14,6.1,0,0,938,122,73.1,2,0,10.1
"Sauce, original, OPEN PIT, barbecue",0,0,1,1,132,1.4,0.44,0.15,20,1517,56,29.45,0.5,0,23.49
"Cornmeal, white, enriched, degermed",0,1,1,0,370,1.8,7.11,4.36,3,7,142,79.45,3.9,0,1.61
"Pie, commercially prepared, pumpkin",0,0,1,1,243,9.8,3.9,0.9,64,239,167,34.83,1.8,2,18.88
"Snacks, salted, plain, potato chips",0,0,1,1,532,34,6.39,1.28,21,527,1196,53.83,3.1,0,0.33
"Soup, home-prepared, chicken, stock",1,1,1,0,36,1.2,2.52,0.21,3,143,105,3.53,0,0,1.58
"Dessert topping, frozen, semi solid",0,1,1,1,318,25,1.25,0.12,6,25,18,23.05,0,0,23.05
"Milk, 3.7% milkfat, fluid, producer",0,1,1,1,64,3.7,3.28,0.05,119,49,151,4.65,0,0,0
"Game meat, roasted, cooked, opossum",0,1,1,1,221,10,30.2,4.64,17,58,438,0,0,0,0
"Game meat, roasted, cooked, muskrat",1,0,0,1,234,12,30.09,7.1,36,95,320,0,0,0,0
"Cheese, nonfat or fat free, cheddar",1,0,0,0,157,0,32.14,0,893,1000,66,7.14,0,5,0
"Tangerines, raw, (mandarin oranges)",1,0,1,0,53,0.3,0.81,0.15,37,2,166,13.34,1.8,0,10.58
"Gravy, fat free, turkey, CAMPBELL'S",0,0,1,0,33,0,1.67,0,0,0,0,6.67,0,0,0
"Soup, dry, any flavor, ramen noodle",0,0,1,0,440,18,10.17,4.11,21,1855,181,60.26,2.9,0,1.98
"Cheese, reduced fat, blend, Mexican",0,0,1,0,282,19,24.69,0.13,1146,776,93,3.41,0,14,0.56
"Cheese, imitation, american cheddar",0,0,1,0,239,14,16.7,0.33,562,1345,242,11.6,0,0,7.74
"Gravy, ready-to-serve, canned, beef",1,0,0,0,53,2.4,3.75,0.7,6,560,81,4.81,0.4,0,0.21
"Pickles, low sodium, sour, cucumber",0,0,1,0,11,0.2,0.33,0.4,0,18,23,2.26,1.2,0,1.06
"Fish, raw (Alaska Native), sheefish",0,1,1,,115,2.8,22.25,0.5,140,52,390,0,0,0,0
"Ice cream cones, cake or wafer-type",1,0,0,0,417,6.9,8.1,3.6,25,256,112,79,3,0,6
"Ice cream cones, rolled-type, sugar",1,0,0,0,402,3.8,7.9,4.43,44,298,145,84.1,1.7,0,25.66
"Beverages, Cranberry juice cocktail",0,1,1,0,52,0.3,0,0.04,3,2,19,12.25,0,0,11.41
"Apricots, uncooked, sulfured, dried",1,0,0,0,241,0.5,3.39,2.66,55,10,1162,62.64,7.3,0,53.44
"Pears, drained, heavy syrup, canned",0,1,1,0,74,0.2,0.24,0.22,6,5,66,19.08,2.7,0,16.42
"Plums, drained, heavy syrup, canned",0,1,1,0,89,0.1,0.44,0.84,10,19,93,23.12,1.5,0,21.58
"Cheese, 1% milkfat, lowfat, cottage",0,1,1,0,72,1,12.39,0.14,61,406,86,2.72,0,0,2.72
"Cheese, 2% milkfat, lowfat, cottage",1,0,0,0,81,2.3,10.45,0.13,111,308,125,4.76,0,0,4
"Babyfood, apple-sweet potato, juice",1,0,0,0,48,0.1,0.3,0.3,15,5,137,11.4,0.5,0,9.6
"Tomatoes, stewed, canned, ripe, red",1,1,1,0,26,0.2,0.91,1.33,34,221,207,6.19,1,0,3.52
"Frostings, dry mix, creamy, vanilla",0,0,1,0,410,4.9,0.3,0,3,13,7,93.8,0.1,0,0
"Apples, heated, unsweetened, frozen",1,0,0,0,47,0.3,0.29,0.19,5,3,76,12,1.3,0,0
"Fish, raw, farmed, Atlantic, salmon",1,0,1,0,208,13,20.42,0.34,9,59,363,0,0,441,0
"Fish, raw, farmed, channel, catfish",1,0,0,0,119,5.9,15.23,0.23,8,98,302,0,0,9,0
"KEEBLER, Fudge Sticks, FUDGE SHOPPE",0,1,1,0,529,27,2.6,1.3,0,131,184,68.8,1.3,1,53
"Corn flour, white, unenriched, masa",1,0,0,0,363,3.7,8.46,1.47,138,5,262,76.59,6.4,0,1.61
"Bread crumbs, seasoned, grated, dry",0,1,1,0,383,5.5,14.13,4.92,182,1336,231,68.49,4.9,0,5.74
"Beverages, powder, Whiskey sour mix",1,0,0,0,383,0.1,0.6,0.39,272,274,19,97.3,0,0,97.3
"Pineapple, extra sweet variety, raw",0,1,1,0,51,0.1,0.53,0.28,13,1,108,13.5,1.4,0,10.32
"Restaurant, orange chicken, Chinese",1,0,0,0,262,13,14.46,0.94,14,553,209,22.46,0.8,5,13.6
"Cookies, higher fat, vanilla wafers",0,1,1,0,455,16,4.9,2.79,36,325,99,72.6,1.6,0,35.07
"Beverages, chicory, instant, coffee",0,1,1,1,3,0,0.09,0.05,4,7,35,0.75,0,0,0
"Candies, soft fruit and nut squares",0,0,1,1,390,9.5,2.31,0.93,17,131,82,73.81,2.4,0,45.95
"Soup, ready-to-serve, chicken broth",0,0,1,0,6,0.2,0.64,0.07,4,371,18,0.44,0,0,0.43
"Vanilla extract, alcohol, imitation",0,0,1,0,237,0,0.05,0.13,0,4,98,2.41,0,0,0
"Peas and onions, unprepared, frozen",0,1,1,0,70,0.3,3.98,1.54,23,61,203,13.51,3.5,0,0
"Rhubarb, with sugar, cooked, frozen",0,1,1,1,116,0.1,0.39,0.21,145,1,96,31.2,2,0,28.7
"Goose, raw, meat only, domesticated",0,1,1,0,161,7.1,22.75,2.57,13,87,420,0,0,0,0
"Tomatoes, stewed, cooked, ripe, red",0,1,1,1,79,2.7,1.96,1.06,26,455,247,13.05,1.7,0,0
"Soybeans, dry roasted, mature seeds",0,1,1,0,449,22,43.32,3.95,140,2,1364,28.98,8.1,0,0
"Wheat flour, enriched, bread, white",0,1,1,0,361,1.7,11.98,4.41,15,2,100,72.53,2.4,0,0.31
"Game meat, roasted, cooked, raccoon",1,0,1,0,255,15,29.2,7.1,14,79,398,0,0,0,0
"Seasoning mix, original, chili, dry",1,0,1,0,335,7.3,10.82,3.9,0,4616,0,56.56,10.8,0,8.67
"Squab, raw, meat and skin, (pigeon)",1,1,1,0,294,24,18.47,3.54,12,54,199,0,0,0,0
"Salad dressing, low calorie, caesar",1,1,1,0,110,4.4,0.3,0.18,24,1148,29,18.6,0.1,0,16.32
"Fish, prepared, frozen, fish sticks",1,0,0,0,277,16,11.01,0.84,16,402,185,21.66,1.5,1,1.65
Potatoes without salt baked,0,1,1,0,198,0.1,4.29,7.04,34,21,573,46.06,7.9,0,1.4
Tomato sauce no salt added canned,1,1,1,0,24,0.3,1.2,0.96,14,11,297,5.31,1.5,0,3.56
"Cake, dry mix, yellow, pudding-type",1,1,1,0,423,9.8,4,1.57,115,860,63,80,0.7,0,44.21
"Babyfood, orange and apricot, juice",1,0,0,0,46,0.1,0.8,0.38,6,6,199,10.9,0.1,0,0
"Pork, unheated, patties, ham, cured",0,1,1,0,315,28,12.78,1.05,8,1088,239,1.69,0,0,0
"Candies, REESE'S Peanut Butter Cups",1,1,1,0,515,31,10.24,1.21,78,357,343,55.36,3.6,0,47.17
"Snacks, barbecue-flavor, pork skins",1,0,0,0,538,32,57.9,1.04,43,2667,180,1.6,0,0,0
"Snacks, very low sodium, corn cakes",0,1,1,0,387,2.4,8.1,1.4,19,28,157,83.4,0,0,0
"KELLOGG'S, Homestyle, Waffles, EGGO",1,0,0,0,278,11,6.6,6.6,232,586,86,39.8,1.2,2,2.7
"Snacks, cheese-flavor, potato chips",1,1,1,0,496,27,8.5,1.84,72,458,1528,57.7,5.2,0,0
"Restaurant, cheese tamales, Mexican",1,0,0,1,216,12,8.99,0.87,111,503,176,17.97,2.2,0,1.23
"KASHI, Happy Trail Mix Cookies, TLC",1,1,0,0,451,18,8.1,0,0,249,241,63.86,13.7,0,26.6
"Hyacinth-beans, raw, immature seeds",1,1,1,0,46,0.2,2.1,0.74,50,2,252,9.19,3.3,0,4.08
"KEEBLER, Minis Multigrain Crackers, CLUB",0,1,1,0,470,20,7.3,4.5,0,876,153,67.4,3.7,0,10.7
"Veggie burgers or soyburgers, unprepared",1,0,0,0,177,6.3,15.7,2.41,136,569,333,14.27,4.9,0,1.07
"Snacks, peanut butter, hard, granola bars",1,1,1,0,483,24,9.8,2.4,41,283,291,62.3,2.9,0,0
"Cheese, reduced fat, dry grated, parmesan",1,0,0,0,265,20,20,0.9,1109,1529,125,1.37,0,15,0
"Rice, unenriched, raw, short-grain, white",1,0,0,0,358,0.5,6.5,0.8,3,1,76,79.15,0,0,0
"Crustaceans, canned, mixed species, shrimp",1,0,0,0,100,1.4,20.42,2.13,145,870,80,0,0,0,0
Peanuts with salt dry-roasted all types,0,1,1,0,587,50,24.35,1.58,58,410,634,21.26,8.4,0,4.9
"KASHI, Oatmeal Dark Chocolate Cookies, TLC",0,1,1,1,426,16,7.2,0,0,0,0,67,12.2,0,27.2
"Beverages, EAS whey protein powder, ABBOTT",1,0,0,0,385,5.1,66.67,0.92,256,385,564,17.95,0,0,5.13
"GLUTINO, Lemon Flavored, Gluten Free Wafers",0,1,1,0,515,24,0,0.18,9,111,36,74.39,0,0,42.31
"KASHI, Fire Roasted Vegetable Crackers, TLC",0,1,1,0,389,12,12,2.4,67,664,773,64.6,8.7,0,7.3
"Beans, cooked, ranch style, barbecue, chili",0,1,1,0,97,1,5,1.86,31,725,450,16.9,4.2,0,5.25
"KASHI Pizza, unprepared, frozen, Margherita",1,0,0,0,230,8.4,12.8,1.4,192,560,204,25.7,3.8,0,3.3
"Turkey from whole, raw, meat only, dark meat",1,0,0,0,108,2.5,21.28,1.04,11,124,226,0.15,0,13,0.1
"Cookies, vanilla sandwich with creme filling",1,0,0,0,483,20,4.5,2.21,27,349,91,72.1,1.5,0,39.3
"McDONALD'S, Egg & Cheese McGRIDDLES, Sausage",1,1,0,0,283,18,10.77,1.51,96,652,146,22.04,0.6,0,7.9
"Cereals ready-to-eat, COCO-ROOS, MALT-O-MEAL",0,1,1,1,389,4.6,3.41,30,333,350,201,86.75,3.3,133,48.11
"USDA Commodity, reduced fat, cheddar, cheese",0,1,1,1,282,18,27.2,0.13,905,725,93,2,0,13,0.58
"Carbonated beverage, chocolate-flavored soda",0,0,1,1,42,0,0,0.1,4,4,50,10.7,0,0,10.7
"Alcoholic Beverage, Merlot, red, table, wine",0,1,1,1,83,0,0.07,0.46,8,4,127,2.51,0,0,0.62
"Ham, regular (approximately 11% fat), sliced",0,1,1,0,163,8.6,16.6,1.02,24,1143,287,3.83,1.3,29,0
"Alcoholic beverage, hard lemonade, malt beer",0,0,1,1,68,0,0,0.03,4,5,27,10.07,0,0,9.77
"Alcoholic beverage, 80 proof, rum, distilled",0,0,1,1,231,0,0,0.12,0,1,2,0,0,0,0
"SUNSHINE, White Cheddar, Snack Mix, CHEEZ-IT",0,1,1,0,473,21,8.55,3.7,0,952,112,65.7,3.2,0,2.15
"Rice, unenriched, cooked, short-grain, white",0,0,1,1,130,0.2,2.36,0.2,1,0,26,28.73,0,0,0
"Turkey, simmered, cooked, all classes, liver",0,0,1,1,189,8.2,27,1.79,19,98,153,0,0,0,0
"Turkey, simmered, cooked, all classes, heart",1,1,1,0,174,7.5,24.88,6.96,21,140,203,0,0,0,0
"Sweet potato, home-prepared, candied, cooked",0,1,1,1,164,3.5,0.89,0.79,26,119,178,32.12,2.1,2,27.25
"Shortening, fractionated palm, confectionery",0,1,1,1,884,100,0,0,0,0,0,0,0,0,0
"Chicken, raw, meat only, dark meat, roasting",0,1,1,1,113,3.6,18.74,1.15,9,95,227,0,0,0,0
"Chicken, simmered, cooked, giblets, roasting",1,0,0,1,165,5.2,26.77,6.09,12,60,160,0.86,0,0,0
"APPLEBEE'S, from kids' menu, chicken tenders",1,0,0,0,296,16,19.25,0.9,23,763,337,18.36,1.2,0,0.39
"Vegetable juice cocktail, canned, low sodium",1,0,1,0,19,0.3,0.91,0.29,15,55,204,3.83,0.5,0,2.78
"Cereals ready-to-eat, BASIC 4, GENERAL MILLS",0,0,1,0,358,4,6.69,8.19,455,506,318,79.09,9.1,73,22.5
"Cranberry juice cocktail, frozen concentrate",0,0,1,0,201,0,0.05,0.3,11,4,49,51.45,0.2,0,42.5
"Fast foods, with tartar sauce, fish sandwich",0,0,1,0,257,12,10.29,1.5,37,602,206,26.69,1,9,3.53
"MURRAY, Pecan Shortbread Cookies, SUGAR FREE",0,0,1,0,514,34,5.9,2.5,0,351,80,57.3,4.6,0,1.1
"Sausage, pork, beef, chicken, canned, Vienna",1,0,0,0,230,19,10.5,0.88,10,879,101,2.6,0,25,0
"KEEBLER, Butter Flavored Cookies, E.L. FUDGE",0,0,1,0,482,21,5.5,3.2,0,275,143,70,3.4,0,33.9
"SPAGHETTIOS, Mini Beef Ravioli in Meat Sauce",0,1,1,,99,1.7,4.25,0.69,15,409,0,16.6,1.9,0,5.41
"KELLOGG'S, Low Fat, Homestyle, Waffles, EGGO",1,0,0,0,229,3.5,6.3,6.4,378,393,88,44.9,1.3,2,4.5
"Egg, pasteurized, sugared, frozen, raw, yolk",1,0,0,0,307,23,13.87,3.7,124,70,105,10.95,0,123,10.3
"Soup, prepared with water, cubed, beef broth",0,1,1,0,3,0.1,0.21,0.02,4,260,6,0.25,0,0,0.2
"KASHI Three Cheese Penne, unprepared, frozen",1,0,0,0,126,4,5.7,0.8,89,248,122,16.8,2.7,0,1.9
"Soup, ready-to-serve, canned, chunky, turkey",0,1,1,0,57,1.9,4.33,0.81,21,391,153,5.96,0,0,0
"Purslane with salt drained boiled, cooked",0,1,1,0,18,0.2,1.49,0.77,78,280,488,3.55,0,0,0
"Cranberries, raw (Alaska Native), bush, wild",0,1,1,0,55,0.2,1.1,1,20,26,140,12.3,6.7,0,0
"SPAGHETTIOS, easy open, SpaghettiOs Original",1,0,0,0,70,0.5,2.35,0.85,9,225,178,14.55,1.4,0,4.23
"Turkey, raw, meat and skin, leg, all classes",1,0,0,0,144,6.7,19.54,1.72,17,74,273,0,0,0,0
"Candies, chocolate-flavor roll, TOOTSIE ROLL",1,1,1,0,387,3.3,1.59,0.8,36,44,116,87.73,0.1,0,56.32
"Babyfood, junior, sweet potatoes, vegetables",0,0,1,0,60,0.1,1.1,0.39,16,18,243,14,1.5,0,4.24
"Salad dressing, reduced fat, french dressing",1,0,0,0,222,12,0.58,0.73,11,838,107,31.22,1.5,0,16.86
"Vegetable smoothie, KALE BLAZER, NAKED JUICE",1,0,1,0,28,0.1,0.8,0.25,33,13,178,7,0.7,0,6.05
"Cereals ready-to-eat, KELLOGG'S KRAVE Smores",1,0,0,0,401,11,7.3,14.5,57,342,245,76.4,9.4,133,31.7
"KASHI Mayan Harvest Bake, unprepared, frozen",0,1,1,0,121,3.2,3,1.3,20,133,143,21,3,0,7
"KASHI, Frozen Entree, Chicken Pasta Pomodoro",1,0,0,0,100,2.3,7,1,61,166,191,13,2.6,0,1
"Frozen yogurts, flavors other than chocolate",0,1,1,0,127,3.6,3,0.46,100,63,156,21.6,0,3,19.92
"Eggplant with salt drained boiled, cooked",1,0,0,0,33,0.2,0.83,0.25,6,239,123,8.14,2.5,0,3.2
"Snacks, white corn, tortilla chips",0,1,1,0,503,23,7.79,2.32,174,15,215,65.32,5.3,0,1
"Parsnips with salt drained boiled, cooked",1,0,0,0,71,0.3,1.32,0.58,37,246,367,17.01,4,0,4.8
"Spinach, unprepared, chopped or leaf, frozen",0,1,1,0,29,0.6,3.63,1.89,129,74,346,4.21,2.9,0,0.65
"KASHI, Frozen Entree, Sweet and Sour Chicken",0,1,1,1,113,1.1,6,0.8,22,134,0,19,2.5,0,8
"Figs, solids and liquids, water pack, canned",0,0,1,1,53,0.1,0.4,0.29,28,1,103,13.99,2.2,0,11.79
"Beverages, powder, no sugar added, Cocoa mix",0,0,1,0,377,3,15.49,4.96,576,876,2702,71.93,7.5,0,37.65
"Fish, dry heat, cooked, mixed species, trout",0,0,1,0,190,8.5,26.63,1.92,55,67,463,0,0,0,0
"Cinnamon buns, frosted (includes honey buns)",0,1,1,0,452,27,4.45,1.37,183,305,102,48.6,1.2,0,25.7
"Frostings, ready-to-eat, cream cheese-flavor",0,1,1,1,415,17,0.1,0.16,3,191,35,67.32,0,0,63.54
"Game meat, pan-broiled, cooked, ground, deer",0,1,1,0,187,8.2,26.45,3.35,14,78,364,0,0,0,0
"PEPPERIDGE FARM, Jewish Rye Bread (Seedless)",0,1,1,0,253,3.4,0.01,8.4,82,528,0,45,4.7,0,3.1
"Bread stuffing, prepared, dry mix, cornbread",0,1,1,0,179,8.8,2.9,0.94,26,526,62,21.9,2.9,0,0
Wonton wrappers (includes egg roll wrappers),1,0,1,0,291,1.5,9.8,3.36,47,572,82,57.9,1.8,0,0
"Broccoli with salt drained boiled, cooked",1,0,1,0,35,0.4,2.38,0.67,40,262,293,7.18,3.3,0,1.39
"Turkey, raw, meat only, back from whole bird",1,1,1,0,113,2.5,21.28,1.04,11,124,226,0.15,0,13,0.1
"Cake, dry mix, enriched, white, pudding-type",1,1,1,0,423,9.5,3.9,1.36,77,665,72,80.9,0.7,0,48.95
